what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300888730484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300889066763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300889144532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300889148600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300889171510
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300889208259
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300889262590
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300889684854
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300889689616
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300889706258
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300889712678
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300889770481
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300889772515
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300889776702
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300890014448
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300890026540
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300890027498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300890326553
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300890328724
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300890330355
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300890334093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300890338252
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300890346594
