what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300702516762
error,log,,,"Internal Error",1300702584383
error,log,,,"Internal Error",1300702665996
error,log,,,"Internal Error",1300702667090
error,log,,,"Internal Error",1300702671109
error,log,,,"Internal Error",1300702671111
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300702735958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300702783909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300702785837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300702789225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300702796559
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1300702868696
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300702937303
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300702943827
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1300702952814
error,log,,,"Internal Error",1300703003932
error,log,,,"Internal Error",1300703120755
error,log,,,"Internal Error",1300703124424
error,log,,,"Internal Error",1300703124427
error,log,,,"Internal Error",1300703124429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703133614
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703141679
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703141712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703143833
error,log,,,"Internal Error",1300703150604
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703192215
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703193776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703197279
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703197764
error,log,,,"Internal Error",1300703201106
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1300703321307
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300703323680
error,log,,,"Internal Error",1300703355777
error,log,,,"Internal Error",1300703356679
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703358801
error,log,,,"Internal Error",1300703358867
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703360048
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300703378454
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300703381211
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703417353
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703418843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703421236
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703434848
error,log,,,"Internal Error",1300703442531
error,log,,,"Internal Error",1300703449454
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703463821
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703475592
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703488705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703497978
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703502801
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300703517786
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300703520746
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703534119
error,log,,,"Internal Error",1300703541232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703550726
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300703570259
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703592142
error,log,,,"Internal Error",1300703606445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703614619
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703644074
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703644768
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703645039
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300703651199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300703653867
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300703655712
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1300703663883
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703666918
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703699724
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703706155
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1300703733652
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1300703735635
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1300703741254
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1300703758934
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300703762687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300703806392
error,log,,,"Internal Error",1300703808202
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300703814134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703824272
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703825563
error,log,,,"Internal Error",1300703827824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703847283
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703850270
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1300703862680
executed,command,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1300703868461
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703868647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703872402
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1300703872624
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1300703872698
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1300703872741
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1300703873458
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1300703915547
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1300703915643
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1300703928095
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1300703930249
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1300703938952
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1300703941875
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1300703948741
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1300703950470
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703952361
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300703969357
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1300703972092
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300703972117
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300704007496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300704007694
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300704010954
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300704013261
